드라마,날짜,회차,요일,배우,CPI,CPI증감률,경제성장률,실업률,미세먼지,연출자,작가,특이사항,시청률
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.02.25,1,0,75,96.436,2.9,0.7,4.2,47,5,10,0,22.3
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.02.26,2,1,75,96.436,2.9,0.7,4.2,47,5,10,0,28.9
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.03.03,3,0,75,96.436,2.9,0.7,3.7,43,5,10,0,25.7
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.03.04,4,1,75,96.436,2.9,0.7,3.7,43,5,10,0,29.9
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.03.10,5,0,75,96.436,2.9,0.7,3.7,43,5,10,0,26.9
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.03.11,6,1,75,96.436,2.9,0.7,3.7,43,5,10,0,32.8
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.03.17,7,0,75,96.436,2.9,0.7,3.7,43,5,10,0,27
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.03.18,8,1,75,96.436,2.9,0.7,3.7,43,5,10,0,32.8
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.03.24,9,0,75,96.436,2.9,0.7,3.7,43,5,10,0,29.1
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.03.25,10,1,75,96.436,2.9,0.7,3.7,43,5,10,0,36.1
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.03.31,11,0,75,96.436,2.9,0.7,3.7,43,5,10,0,30.1
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.04.01,12,1,75,96.637,-0.2,0.7,3.5,49,5,10,0,35.6
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.04.07,13,0,75,96.637,-0.2,0.7,3.5,49,5,10,0,27.8
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.04.08,14,1,75,96.637,-0.2,0.7,3.5,49,5,10,0,34.3
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.04.14,15,0,75,96.637,-0.2,0.7,3.5,49,5,10,0,27.2
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.04.15,16,1,75,96.637,-0.2,0.7,3.5,49,5,10,0,34.5
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.04.21,17,0,75,96.637,-0.2,0.7,3.5,49,5,10,0,32.4
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.04.22,18,1,75,96.637,-0.2,0.7,3.5,49,5,10,0,36.4
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.04.28,19,0,75,96.637,-0.2,0.7,3.5,49,5,10,0,30.1
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.04.29,20,1,75,96.637,-0.2,0.7,3.5,49,5,10,0,34.2
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.05.05,21,0,75,96.637,-0.2,0.7,3.1,48,5,10,0,26
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.05.06,22,1,75,96.637,-0.2,0.7,3.1,48,5,10,0,33.8
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.05.12,23,0,75,96.637,-0.2,0.7,3.1,48,5,10,0,29.3
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.05.13,24,1,75,96.637,-0.2,0.7,3.1,48,5,10,0,34.9
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.05.19,25,0,75,96.637,-0.2,0.7,3.1,48,5,10,0,30.6
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.05.20,26,1,75,96.637,-0.2,0.7,3.1,48,5,10,0,34
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.05.26,27,0,75,96.637,-0.2,0.7,3.1,48,5,10,1,27.2
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.05.27,28,1,75,96.637,-0.2,0.7,3.1,48,5,10,0,33.1
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.06.02,29,0,75,96.637,-0.2,0.7,3.2,37,5,10,0,29.6
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.06.03,30,1,75,96.637,-0.2,0.7,3.2,37,5,10,0,35.3
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.06.09,31,0,75,96.637,-0.2,0.7,3.2,37,5,10,0,29.8
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.06.10,32,1,75,96.637,-0.2,0.7,3.2,37,5,10,0,37.3
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.06.16,33,0,75,96.637,-0.2,0.7,3.2,37,5,10,0,30.2
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.06.17,34,1,75,96.637,-0.2,0.7,3.2,37,5,10,0,36.2
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.06.23,35,0,75,96.637,-0.2,0.7,3.2,37,5,10,0,31.5
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.06.24,36,1,75,96.637,-0.2,0.7,3.2,37,5,10,0,37
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.06.30,37,0,75,96.637,-0.2,0.7,3.2,37,5,10,0,34.2
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.07.01,38,1,75,96.913,1,0.4,3.1,27,5,10,0,36.7
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.07.07,39,0,75,96.913,1,0.4,3.1,27,5,10,0,31.2
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.07.08,40,1,75,96.913,1,0.4,3.1,27,5,10,0,38.2
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.07.14,41,0,75,96.913,1,0.4,3.1,27,5,10,0,36.2
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.07.15,42,1,75,96.913,1,0.4,3.1,27,5,10,0,41.9
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.07.21,43,0,75,96.913,1,0.4,3.1,27,5,10,0,30.5
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.07.22,44,1,75,96.913,1,0.4,3.1,27,5,10,0,37.6
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.07.28,45,0,75,96.913,1,0.4,3.1,27,5,10,1,26.7
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.07.29,46,1,75,96.913,1,0.4,3.1,27,5,10,1,33.3
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.08.04,47,0,75,96.913,1,0.4,3,24,5,10,1,27.5
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.08.05,48,1,75,96.913,1,0.4,3,24,5,10,1,30.1
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.08.11,49,0,75,96.913,1,0.4,3,24,5,10,1,30.1
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.08.12,50,1,75,96.913,1,0.4,3,24,5,10,0,40.7
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.08.18,51,0,75,96.913,1,0.4,3,24,5,10,0,35.2
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.08.19,52,1,75,96.913,1,0.4,3,24,5,10,0,42.1
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.08.25,53,0,75,96.913,1,0.4,3,24,5,10,0,35.4
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.08.26,54,1,75,96.913,1,0.4,3,24,5,10,0,40.7
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.09.01,55,0,75,97.168,-0.4,0.6,2.9,28,5,10,0,36.3
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.09.02,56,1,75,97.168,-0.4,0.6,2.9,28,5,10,0,40.9
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.09.08,57,0,75,97.168,-0.4,0.6,2.9,28,5,10,0,37.5
넝쿨째 굴러온 당신 (2012.02.25~2012.09.09),2012.09.09,58,1,75,97.168,-0.4,0.6,2.9,28,5,10,0,45.3
내 딸 서영이 (2012.09.15~2013.03.03),2012.09.15,1,0,76,97.168,-0.4,0.6,2.9,28,5,11,0,19.3
내 딸 서영이 (2012.09.15~2013.03.03),2012.09.16,2,1,76,97.168,-0.4,0.6,2.9,28,5,11,0,26.2
내 딸 서영이 (2012.09.15~2013.03.03),2012.09.22,3,0,76,97.168,-0.4,0.6,2.9,28,5,11,0,23.3
내 딸 서영이 (2012.09.15~2013.03.03),2012.09.23,4,1,76,97.168,-0.4,0.6,2.9,28,5,11,0,29.1
내 딸 서영이 (2012.09.15~2013.03.03),2012.09.29,5,0,76,97.168,-0.4,0.6,2.9,28,5,11,1,21.2
내 딸 서영이 (2012.09.15~2013.03.03),2012.09.30,6,1,76,97.168,-0.4,0.6,2.9,28,5,11,1,22.2
내 딸 서영이 (2012.09.15~2013.03.03),2012.10.06,7,0,76,97.168,-0.4,0.6,3.1,34,5,11,0,26.3
내 딸 서영이 (2012.09.15~2013.03.03),2012.10.07,8,1,76,97.168,-0.4,0.6,3.1,34,5,11,0,31.5
내 딸 서영이 (2012.09.15~2013.03.03),2012.10.13,9,0,76,97.168,-0.4,0.6,3.1,34,5,11,0,27.5
내 딸 서영이 (2012.09.15~2013.03.03),2012.10.14,10,1,76,97.168,-0.4,0.6,3.1,34,5,11,0,31.2
내 딸 서영이 (2012.09.15~2013.03.03),2012.10.20,11,0,76,97.168,-0.4,0.6,3.1,34,5,11,0,27.7
내 딸 서영이 (2012.09.15~2013.03.03),2012.10.21,12,1,76,97.168,-0.4,0.6,3.1,34,5,11,0,32.6
내 딸 서영이 (2012.09.15~2013.03.03),2012.10.27,13,0,76,97.168,-0.4,0.6,3.1,34,5,11,0,29.6
내 딸 서영이 (2012.09.15~2013.03.03),2012.10.28,14,1,76,97.168,-0.4,0.6,3.1,34,5,11,0,33.3
내 딸 서영이 (2012.09.15~2013.03.03),2012.11.03,15,0,76,97.168,-0.4,0.6,3,42,5,11,0,28.3
내 딸 서영이 (2012.09.15~2013.03.03),2012.11.04,16,1,76,97.168,-0.4,0.6,3,42,5,11,0,32.9
내 딸 서영이 (2012.09.15~2013.03.03),2012.11.10,17,0,76,97.168,-0.4,0.6,3,42,5,11,0,28.2
내 딸 서영이 (2012.09.15~2013.03.03),2012.11.11,18,1,76,97.168,-0.4,0.6,3,42,5,11,0,32.7
내 딸 서영이 (2012.09.15~2013.03.03),2012.11.17,19,0,76,97.168,-0.4,0.6,3,42,5,11,0,27.9
내 딸 서영이 (2012.09.15~2013.03.03),2012.11.18,20,1,76,97.168,-0.4,0.6,3,42,5,11,0,31.1
내 딸 서영이 (2012.09.15~2013.03.03),2012.11.24,21,0,76,97.168,-0.4,0.6,3,42,5,11,0,26.1
내 딸 서영이 (2012.09.15~2013.03.03),2012.11.25,22,1,76,97.168,-0.4,0.6,3,42,5,11,0,31.6
내 딸 서영이 (2012.09.15~2013.03.03),2012.12.01,23,0,76,97.168,-0.4,0.6,2.9,40,5,11,0,26.4
내 딸 서영이 (2012.09.15~2013.03.03),2012.12.02,24,1,76,97.168,-0.4,0.6,2.9,40,5,11,0,32.6
내 딸 서영이 (2012.09.15~2013.03.03),2012.12.08,25,0,76,97.168,-0.4,0.6,2.9,40,5,11,0,28.6
내 딸 서영이 (2012.09.15~2013.03.03),2012.12.09,26,1,76,97.168,-0.4,0.6,2.9,40,5,11,0,32.2
내 딸 서영이 (2012.09.15~2013.03.03),2012.12.15,27,0,76,97.168,-0.4,0.6,2.9,40,5,11,0,27.1
내 딸 서영이 (2012.09.15~2013.03.03),2012.12.16,28,1,76,97.168,-0.4,0.6,2.9,40,5,11,1,29.6
내 딸 서영이 (2012.09.15~2013.03.03),2012.12.22,29,0,76,97.168,-0.4,0.6,2.9,40,5,11,0,29
내 딸 서영이 (2012.09.15~2013.03.03),2012.12.23,30,1,76,97.168,-0.4,0.6,2.9,40,5,11,0,35.6
내 딸 서영이 (2012.09.15~2013.03.03),2012.12.29,31,0,76,97.168,-0.4,0.6,2.9,40,5,11,0,33.9
내 딸 서영이 (2012.09.15~2013.03.03),2012.12.30,32,1,76,97.168,-0.4,0.6,2.9,40,5,11,0,37.2
내 딸 서영이 (2012.09.15~2013.03.03),2013.01.05,33,0,76,97.939,1.8,0.7,2.9,62,5,11,0,36.3
내 딸 서영이 (2012.09.15~2013.03.03),2013.01.06,34,1,76,97.939,1.8,0.7,2.9,62,5,11,0,40.2
내 딸 서영이 (2012.09.15~2013.03.03),2013.01.12,35,0,76,97.939,1.8,0.7,2.9,62,5,11,0,36.8
내 딸 서영이 (2012.09.15~2013.03.03),2013.01.13,36,1,76,97.939,1.8,0.7,2.9,62,5,11,0,42.3
내 딸 서영이 (2012.09.15~2013.03.03),2013.01.19,37,0,76,97.939,1.8,0.7,2.9,62,5,11,0,38.1
내 딸 서영이 (2012.09.15~2013.03.03),2013.01.20,38,1,76,97.939,1.8,0.7,2.9,62,5,11,0,42.2
내 딸 서영이 (2012.09.15~2013.03.03),2013.01.26,39,0,76,97.939,1.8,0.7,2.9,62,5,11,0,39.8
내 딸 서영이 (2012.09.15~2013.03.03),2013.01.27,40,1,76,97.939,1.8,0.7,2.9,62,5,11,0,45.6
내 딸 서영이 (2012.09.15~2013.03.03),2013.02.02,41,0,76,97.939,1.8,0.7,2.9,44,5,11,0,38.8
내 딸 서영이 (2012.09.15~2013.03.03),2013.02.03,42,1,76,97.939,1.8,0.7,2.9,44,5,11,0,43.4
내 딸 서영이 (2012.09.15~2013.03.03),2013.02.09,43,0,76,97.939,1.8,0.7,2.9,44,5,11,1,34.6
내 딸 서영이 (2012.09.15~2013.03.03),2013.02.10,44,1,76,97.939,1.8,0.7,2.9,44,5,11,1,34.6
내 딸 서영이 (2012.09.15~2013.03.03),2013.02.16,45,0,76,97.939,1.8,0.7,2.9,44,5,11,0,41.1
내 딸 서영이 (2012.09.15~2013.03.03),2013.02.17,46,1,76,97.939,1.8,0.7,2.9,44,5,11,0,46
내 딸 서영이 (2012.09.15~2013.03.03),2013.02.23,47,0,76,97.939,1.8,0.7,2.9,44,5,11,0,41.3
내 딸 서영이 (2012.09.15~2013.03.03),2013.02.24,48,1,76,97.939,1.8,0.7,2.9,44,5,11,0,44.6
내 딸 서영이 (2012.09.15~2013.03.03),2013.03.02,49,0,76,97.939,1.8,0.7,3.5,55,5,11,0,39
내 딸 서영이 (2012.09.15~2013.03.03),2013.03.03,50,1,76,97.939,1.8,0.7,3.5,55,5,11,0,47.6
최고다 이순신 (2013.03.09~2013.08.25),2013.03.09,1,0,58,97.939,1.8,0.7,3.5,55,3,4,0,22.2
최고다 이순신 (2013.03.09~2013.08.25),2013.03.10,2,1,58,97.939,1.8,0.7,3.5,55,3,4,0,24.3
최고다 이순신 (2013.03.09~2013.08.25),2013.03.16,3,0,58,97.939,1.8,0.7,3.5,55,3,4,1,21
최고다 이순신 (2013.03.09~2013.08.25),2013.03.17,4,1,58,97.939,1.8,0.7,3.5,55,3,4,0,25.2
최고다 이순신 (2013.03.09~2013.08.25),2013.03.23,5,0,58,97.939,1.8,0.7,3.5,55,3,4,0,22.3
최고다 이순신 (2013.03.09~2013.08.25),2013.03.24,6,1,58,97.939,1.8,0.7,3.5,55,3,4,0,26.2
최고다 이순신 (2013.03.09~2013.08.25),2013.03.30,7,0,58,97.939,1.8,0.7,3.5,55,3,4,0,23.3
최고다 이순신 (2013.03.09~2013.08.25),2013.03.31,8,1,58,97.939,1.8,0.7,3.5,55,3,4,0,26.9
최고다 이순신 (2013.03.09~2013.08.25),2013.04.06,9,0,58,97.811,-1.5,1.1,3.2,54,3,4,0,25.9
최고다 이순신 (2013.03.09~2013.08.25),2013.04.07,10,1,58,97.811,-1.5,1.1,3.2,54,3,4,0,27.3
최고다 이순신 (2013.03.09~2013.08.25),2013.04.13,11,0,58,97.811,-1.5,1.1,3.2,54,3,4,0,24
최고다 이순신 (2013.03.09~2013.08.25),2013.04.14,12,1,58,97.811,-1.5,1.1,3.2,54,3,4,0,28
최고다 이순신 (2013.03.09~2013.08.25),2013.04.20,13,0,58,97.811,-1.5,1.1,3.2,54,3,4,0,25.9
최고다 이순신 (2013.03.09~2013.08.25),2013.04.21,14,1,58,97.811,-1.5,1.1,3.2,54,3,4,0,27.3
최고다 이순신 (2013.03.09~2013.08.25),2013.04.27,15,0,58,97.811,-1.5,1.1,3.2,54,3,4,0,23
최고다 이순신 (2013.03.09~2013.08.25),2013.04.28,16,1,58,97.811,-1.5,1.1,3.2,54,3,4,0,26.7
최고다 이순신 (2013.03.09~2013.08.25),2013.05.04,17,0,58,97.811,-1.5,1.1,3,57,3,4,0,21.7
최고다 이순신 (2013.03.09~2013.08.25),2013.05.05,18,1,58,97.811,-1.5,1.1,3,57,3,4,0,26.2
최고다 이순신 (2013.03.09~2013.08.25),2013.05.11,19,0,58,97.811,-1.5,1.1,3,57,3,4,0,22
최고다 이순신 (2013.03.09~2013.08.25),2013.05.12,20,1,58,97.811,-1.5,1.1,3,57,3,4,0,27.6
최고다 이순신 (2013.03.09~2013.08.25),2013.05.18,21,0,58,97.811,-1.5,1.1,3,57,3,4,0,24.6
최고다 이순신 (2013.03.09~2013.08.25),2013.05.19,22,1,58,97.811,-1.5,1.1,3,57,3,4,0,29.5
최고다 이순신 (2013.03.09~2013.08.25),2013.05.25,23,0,58,97.811,-1.5,1.1,3,57,3,4,0,23.8
최고다 이순신 (2013.03.09~2013.08.25),2013.05.26,24,1,58,97.811,-1.5,1.1,3,57,3,4,0,28.4
최고다 이순신 (2013.03.09~2013.08.25),2013.06.01,25,0,58,98.236,-1.5,1.1,3.1,43,3,4,0,24.9
최고다 이순신 (2013.03.09~2013.08.25),2013.06.02,26,1,58,98.236,-1.5,1.1,3.1,43,3,4,0,29.8
최고다 이순신 (2013.03.09~2013.08.25),2013.06.08,27,0,58,98.236,-1.5,1.1,3.1,43,3,4,0,24.4
최고다 이순신 (2013.03.09~2013.08.25),2013.06.09,28,1,58,98.236,-1.5,1.1,3.1,43,3,4,0,29.6
최고다 이순신 (2013.03.09~2013.08.25),2013.06.15,29,0,58,98.236,-1.5,1.1,3.1,43,3,4,0,23.2
최고다 이순신 (2013.03.09~2013.08.25),2013.06.16,30,1,58,98.236,-1.5,1.1,3.1,43,3,4,0,27.9
최고다 이순신 (2013.03.09~2013.08.25),2013.06.22,31,0,58,98.236,-1.5,1.1,3.1,43,3,4,0,24.2
최고다 이순신 (2013.03.09~2013.08.25),2013.06.23,32,1,58,98.236,-1.5,1.1,3.1,43,3,4,0,27.5
최고다 이순신 (2013.03.09~2013.08.25),2013.06.29,33,0,58,98.236,-1.5,1.1,3.1,43,3,4,0,23.5
최고다 이순신 (2013.03.09~2013.08.25),2013.06.30,34,1,58,98.236,-1.5,1.1,3.1,43,3,4,0,26.9
최고다 이순신 (2013.03.09~2013.08.25),2013.07.06,35,0,58,98.236,1.3,0.9,3.1,43,3,4,0,24
최고다 이순신 (2013.03.09~2013.08.25),2013.07.07,36,1,58,98.236,1.3,0.9,3.1,43,3,4,0,29.9
최고다 이순신 (2013.03.09~2013.08.25),2013.07.13,37,0,58,98.236,1.3,0.9,3.1,43,3,4,0,23.7
최고다 이순신 (2013.03.09~2013.08.25),2013.07.14,38,1,58,98.236,1.3,0.9,3.1,43,3,4,0,28.5
최고다 이순신 (2013.03.09~2013.08.25),2013.07.20,39,0,58,98.236,1.3,0.9,3.1,43,3,4,0,24.4
최고다 이순신 (2013.03.09~2013.08.25),2013.07.21,40,1,58,98.236,1.3,0.9,3.1,43,3,4,0,30.1
최고다 이순신 (2013.03.09~2013.08.25),2013.07.27,41,0,58,98.236,1.3,0.9,3.1,43,3,4,0,25.2
최고다 이순신 (2013.03.09~2013.08.25),2013.07.28,42,1,58,98.236,1.3,0.9,3.1,43,3,4,0,27.1
최고다 이순신 (2013.03.09~2013.08.25),2013.08.03,43,0,58,98.236,1.3,0.9,3,41,3,4,0,22.9
최고다 이순신 (2013.03.09~2013.08.25),2013.08.04,44,1,58,98.236,1.3,0.9,3,41,3,4,0,26
최고다 이순신 (2013.03.09~2013.08.25),2013.08.10,45,0,58,98.236,1.3,0.9,3,41,3,4,0,23.7
최고다 이순신 (2013.03.09~2013.08.25),2013.08.11,46,1,58,98.236,1.3,0.9,3,41,3,4,0,26.6
최고다 이순신 (2013.03.09~2013.08.25),2013.08.17,47,0,58,98.236,1.3,0.9,3,41,3,4,0,25
최고다 이순신 (2013.03.09~2013.08.25),2013.08.18,48,1,58,98.236,1.3,0.9,3,41,3,4,0,30.8
최고다 이순신 (2013.03.09~2013.08.25),2013.08.24,49,0,58,98.236,1.3,0.9,3,41,3,4,0,25.6
최고다 이순신 (2013.03.09~2013.08.25),2013.08.25,50,1,58,98.236,1.3,0.9,3,41,3,4,0,30.1
왕가네 식구들 (2013.08.31~2014.02.16),2013.08.31,1,0,74,98.236,1.3,0.9,3,41,5,13,0,19.7
왕가네 식구들 (2013.08.31~2014.02.16),2013.09.01,2,1,74,98.206,-2.5,0.9,2.7,33,5,13,0,23.8
왕가네 식구들 (2013.08.31~2014.02.16),2013.09.07,3,0,74,98.206,-2.5,0.9,2.7,33,5,13,0,21.2
왕가네 식구들 (2013.08.31~2014.02.16),2013.09.08,4,1,74,98.206,-2.5,0.9,2.7,33,5,13,0,24.6
왕가네 식구들 (2013.08.31~2014.02.16),2013.09.14,5,0,74,98.206,-2.5,0.9,2.7,33,5,13,0,22.3
왕가네 식구들 (2013.08.31~2014.02.16),2013.09.15,6,1,74,98.206,-2.5,0.9,2.7,33,5,13,0,24.7
왕가네 식구들 (2013.08.31~2014.02.16),2013.09.21,7,0,74,98.206,-2.5,0.9,2.7,33,5,13,0,22.1
왕가네 식구들 (2013.08.31~2014.02.16),2013.09.22,8,1,74,98.206,-2.5,0.9,2.7,33,5,13,0,27.5
왕가네 식구들 (2013.08.31~2014.02.16),2013.09.28,9,0,74,98.206,-2.5,0.9,2.7,33,5,13,0,26.3
왕가네 식구들 (2013.08.31~2014.02.16),2013.09.29,10,1,74,98.206,-2.5,0.9,2.7,33,5,13,0,30.3
왕가네 식구들 (2013.08.31~2014.02.16),2013.10.05,11,0,74,98.206,-2.5,0.9,2.7,30,5,13,0,25.3
왕가네 식구들 (2013.08.31~2014.02.16),2013.10.06,12,1,74,98.206,-2.5,0.9,2.7,30,5,13,0,29.8
왕가네 식구들 (2013.08.31~2014.02.16),2013.10.12,13,0,74,98.206,-2.5,0.9,2.7,30,5,13,0,23.1
왕가네 식구들 (2013.08.31~2014.02.16),2013.10.13,14,1,74,98.206,-2.5,0.9,2.7,30,5,13,0,30.5
왕가네 식구들 (2013.08.31~2014.02.16),2013.10.19,15,0,74,98.206,-2.5,0.9,2.7,30,5,13,0,26.1
왕가네 식구들 (2013.08.31~2014.02.16),2013.10.20,16,1,74,98.206,-2.5,0.9,2.7,30,5,13,0,30.5
왕가네 식구들 (2013.08.31~2014.02.16),2013.10.26,17,0,74,98.206,-2.5,0.9,2.7,30,5,13,0,26.7
왕가네 식구들 (2013.08.31~2014.02.16),2013.10.27,18,1,74,98.206,-2.5,0.9,2.7,30,5,13,0,32.3
왕가네 식구들 (2013.08.31~2014.02.16),2013.11.02,19,0,74,98.206,-2.5,0.9,2.6,44,5,13,0,28.2
왕가네 식구들 (2013.08.31~2014.02.16),2013.11.03,20,1,74,98.206,-2.5,0.9,2.6,44,5,13,0,32.9
왕가네 식구들 (2013.08.31~2014.02.16),2013.11.09,21,0,74,98.206,-2.5,0.9,2.6,44,5,13,0,29.5
왕가네 식구들 (2013.08.31~2014.02.16),2013.11.10,22,1,74,98.206,-2.5,0.9,2.6,44,5,13,0,33.1
왕가네 식구들 (2013.08.31~2014.02.16),2013.11.16,23,0,74,98.206,-2.5,0.9,2.6,44,5,13,0,28.3
왕가네 식구들 (2013.08.31~2014.02.16),2013.11.17,24,1,74,98.206,-2.5,0.9,2.6,44,5,13,0,32.5
왕가네 식구들 (2013.08.31~2014.02.16),2013.11.23,25,0,74,98.206,-2.5,0.9,2.6,44,5,13,0,29.2
왕가네 식구들 (2013.08.31~2014.02.16),2013.11.24,26,1,74,98.206,-2.5,0.9,2.6,44,5,13,0,32.3
왕가네 식구들 (2013.08.31~2014.02.16),2013.11.30,27,0,74,98.206,-2.5,0.9,2.6,44,5,13,0,29.5
왕가네 식구들 (2013.08.31~2014.02.16),2013.12.01,28,1,74,98.206,-2.5,0.9,2.6,58,5,13,0,34.9
왕가네 식구들 (2013.08.31~2014.02.16),2013.12.07,29,0,74,98.206,-2.5,0.9,2.6,58,5,13,0,30.6
왕가네 식구들 (2013.08.31~2014.02.16),2013.12.08,30,1,74,98.206,-2.5,0.9,2.6,58,5,13,0,37.9
왕가네 식구들 (2013.08.31~2014.02.16),2013.12.14,31,0,74,98.206,-2.5,0.9,2.6,58,5,13,0,33.4
왕가네 식구들 (2013.08.31~2014.02.16),2013.12.15,32,1,74,98.206,-2.5,0.9,2.6,58,5,13,0,36.9
왕가네 식구들 (2013.08.31~2014.02.16),2013.12.21,33,0,74,98.206,-2.5,0.9,2.6,58,5,13,0,32.4
왕가네 식구들 (2013.08.31~2014.02.16),2013.12.22,34,1,74,98.206,-2.5,0.9,2.6,58,5,13,0,39.1
왕가네 식구들 (2013.08.31~2014.02.16),2013.12.28,35,0,74,98.206,-2.5,0.9,2.6,58,5,13,0,34.1
왕가네 식구들 (2013.08.31~2014.02.16),2013.12.29,36,1,74,98.206,-2.5,0.9,2.6,58,5,13,0,40
