드라마,날짜,회차,요일,배우,CPI,CPI증감률,경제성장률,실업률,미세먼지,연출자,작가,특이사항,시청률
황금빛 내 인생 (2017.09.02~2018.03.11),2017.10.21,15,0,79,103,-2.2,-0.1,3.2,29,5,13,0,29.7
황금빛 내 인생 (2017.09.02~2018.03.11),2017.10.22,16,1,79,103,-2.2,-0.1,3.2,29,5,13,0,35
황금빛 내 인생 (2017.09.02~2018.03.11),2017.10.28,17,0,79,103,-2.2,-0.1,3.2,29,5,13,0,30.2
황금빛 내 인생 (2017.09.02~2018.03.11),2017.10.29,18,1,79,103,-2.2,-0.1,3.2,29,5,13,0,34.5
황금빛 내 인생 (2017.09.02~2018.03.11),2017.11.04,19,0,79,103,-2.2,-0.1,3.1,36,5,13,0,31.2
황금빛 내 인생 (2017.09.02~2018.03.11),2017.11.05,20,1,79,103,-2.2,-0.1,3.1,36,5,13,0,36
황금빛 내 인생 (2017.09.02~2018.03.11),2017.11.11,21,0,79,103,-2.2,-0.1,3.1,36,5,13,0,32.3
황금빛 내 인생 (2017.09.02~2018.03.11),2017.11.12,22,1,79,103,-2.2,-0.1,3.1,36,5,13,0,37.9
황금빛 내 인생 (2017.09.02~2018.03.11),2017.11.18,23,0,79,103,-2.2,-0.1,3.1,36,5,13,0,35
황금빛 내 인생 (2017.09.02~2018.03.11),2017.11.19,24,1,79,103,-2.2,-0.1,3.1,36,5,13,0,37.7
황금빛 내 인생 (2017.09.02~2018.03.11),2017.11.25,25,0,79,103,-2.2,-0.1,3.1,36,5,13,0,34.7
황금빛 내 인생 (2017.09.02~2018.03.11),2017.11.26,26,1,79,103,-2.2,-0.1,3.1,36,5,13,0,39
황금빛 내 인생 (2017.09.02~2018.03.11),2017.12.02,27,0,79,103,-2.2,-0.1,3.3,43,5,13,0,35.7
황금빛 내 인생 (2017.09.02~2018.03.11),2017.12.03,28,1,79,103,-2.2,-0.1,3.3,43,5,13,0,38.8
황금빛 내 인생 (2017.09.02~2018.03.11),2017.12.09,29,0,79,103,-2.2,-0.1,3.3,43,5,13,0,35.6
황금빛 내 인생 (2017.09.02~2018.03.11),2017.12.10,30,1,79,103,-2.2,-0.1,3.3,43,5,13,0,41.2
황금빛 내 인생 (2017.09.02~2018.03.11),2017.12.16,31,0,79,103,-2.2,-0.1,3.3,43,5,13,0,35.7
황금빛 내 인생 (2017.09.02~2018.03.11),2017.12.17,32,1,79,103,-2.2,-0.1,3.3,43,5,13,0,40.7
황금빛 내 인생 (2017.09.02~2018.03.11),2017.12.23,33,0,79,103,-2.2,-0.1,3.3,43,5,13,0,34.7
황금빛 내 인생 (2017.09.02~2018.03.11),2017.12.24,34,1,79,103,-2.2,-0.1,3.3,43,5,13,0,37.8
황금빛 내 인생 (2017.09.02~2018.03.11),2018.01.06,35,0,79,103.91,2.8,1.5,2.7,42,5,13,0,37.6
황금빛 내 인생 (2017.09.02~2018.03.11),2018.01.07,36,1,79,103.91,2.8,1.5,2.7,42,5,13,0,42.8
황금빛 내 인생 (2017.09.02~2018.03.11),2018.01.13,37,0,79,103.91,2.8,1.5,2.7,42,5,13,0,37.8
황금빛 내 인생 (2017.09.02~2018.03.11),2018.01.14,38,1,79,103.91,2.8,1.5,2.7,42,5,13,0,43.2
황금빛 내 인생 (2017.09.02~2018.03.11),2018.01.20,39,0,79,103.91,2.8,1.5,2.7,42,5,13,0,36.8
황금빛 내 인생 (2017.09.02~2018.03.11),2018.01.21,40,1,79,103.91,2.8,1.5,2.7,42,5,13,0,41.9
황금빛 내 인생 (2017.09.02~2018.03.11),2018.01.27,41,0,79,103.91,2.8,1.5,2.7,42,5,13,0,38.8
황금빛 내 인생 (2017.09.02~2018.03.11),2018.01.28,42,1,79,103.91,2.8,1.5,2.7,42,5,13,0,44.2
황금빛 내 인생 (2017.09.02~2018.03.11),2018.02.03,43,0,79,103.91,2.8,1.5,2.6,44,5,13,0,40.3
황금빛 내 인생 (2017.09.02~2018.03.11),2018.02.04,44,1,79,103.91,2.8,1.5,2.6,44,5,13,0,44.6
황금빛 내 인생 (2017.09.02~2018.03.11),2018.02.11,45,1,79,103.91,2.8,1.5,2.6,44,5,13,0,41.9
황금빛 내 인생 (2017.09.02~2018.03.11),2018.02.17,46,0,79,103.91,2.8,1.5,2.6,44,5,13,1,34.7
황금빛 내 인생 (2017.09.02~2018.03.11),2018.02.18,47,1,79,103.91,2.8,1.5,2.6,44,5,13,1,38.7
황금빛 내 인생 (2017.09.02~2018.03.11),2018.02.25,48,1,79,103.91,2.8,1.5,2.6,44,5,13,1,29.3
황금빛 내 인생 (2017.09.02~2018.03.11),2018.03.03,49,0,79,103.91,2.8,1.5,3.5,42,5,13,0,38.1
황금빛 내 인생 (2017.09.02~2018.03.11),2018.03.04,50,1,79,103.91,2.8,1.5,3.5,42,5,13,0,43.9
황금빛 내 인생 (2017.09.02~2018.03.11),2018.03.10,51,0,79,103.91,2.8,1.5,3.5,42,5,13,0,38.1
황금빛 내 인생 (2017.09.02~2018.03.11),2018.03.11,52,1,79,103.91,2.8,1.5,3.5,42,5,13,0,45.1
같이 살래요 (2018.03.17~2018.09.09),2018.03.17,1,0,65,103.91,2.8,1.5,3.5,42,3,6,0,23.3
같이 살래요 (2018.03.17~2018.09.09),2018.03.18,2,1,65,103.91,2.8,1.5,3.5,42,3,6,0,27.1
같이 살래요 (2018.03.17~2018.09.09),2018.03.24,3,0,65,103.91,2.8,1.5,3.5,42,3,6,0,23.1
같이 살래요 (2018.03.17~2018.09.09),2018.03.25,4,1,65,103.91,2.8,1.5,3.5,42,3,6,0,26.7
같이 살래요 (2018.03.17~2018.09.09),2018.03.31,5,0,65,103.91,2.8,1.5,3.5,42,3,6,0,21.8
같이 살래요 (2018.03.17~2018.09.09),2018.04.01,6,1,65,104.25,-0.7,1,4.1,47,3,6,0,27.7
같이 살래요 (2018.03.17~2018.09.09),2018.04.07,7,0,65,104.25,-0.7,1,4.1,47,3,6,0,23.2
같이 살래요 (2018.03.17~2018.09.09),2018.04.08,8,1,65,104.25,-0.7,1,4.1,47,3,6,0,28.3
같이 살래요 (2018.03.17~2018.09.09),2018.04.14,9,0,65,104.25,-0.7,1,4.1,47,3,6,0,24.8
같이 살래요 (2018.03.17~2018.09.09),2018.04.15,10,1,65,104.25,-0.7,1,4.1,47,3,6,0,29.4
같이 살래요 (2018.03.17~2018.09.09),2018.04.21,11,0,65,104.25,-0.7,1,4.1,47,3,6,0,26.6
같이 살래요 (2018.03.17~2018.09.09),2018.04.22,12,1,65,104.25,-0.7,1,4.1,47,3,6,0,31.6
같이 살래요 (2018.03.17~2018.09.09),2018.04.28,13,0,65,104.25,-0.7,1,4.1,47,3,6,0,25.7
같이 살래요 (2018.03.17~2018.09.09),2018.04.29,14,1,65,104.25,-0.7,1,4.1,47,3,6,0,30.4
같이 살래요 (2018.03.17~2018.09.09),2018.05.05,15,0,65,104.25,-0.7,1,4,45,3,6,1,23.7
같이 살래요 (2018.03.17~2018.09.09),2018.05.06,16,1,65,104.25,-0.7,1,4,45,3,6,1,26.7
같이 살래요 (2018.03.17~2018.09.09),2018.05.12,17,0,65,104.25,-0.7,1,4,45,3,6,0,27.8
같이 살래요 (2018.03.17~2018.09.09),2018.05.13,18,1,65,104.25,-0.7,1,4,45,3,6,0,30.7
같이 살래요 (2018.03.17~2018.09.09),2018.05.19,19,0,65,104.25,-0.7,1,4,45,3,6,0,24.1
같이 살래요 (2018.03.17~2018.09.09),2018.05.20,20,1,65,104.25,-0.7,1,4,45,3,6,0,29.1
같이 살래요 (2018.03.17~2018.09.09),2018.05.26,21,0,65,104.25,-0.7,1,4,45,3,6,0,24.5
같이 살래요 (2018.03.17~2018.09.09),2018.05.27,22,1,65,104.25,-0.7,1,4,45,3,6,0,31.5
같이 살래요 (2018.03.17~2018.09.09),2018.06.02,23,0,65,104.25,-0.7,1,3.7,31,3,6,0,25.8
같이 살래요 (2018.03.17~2018.09.09),2018.06.03,24,1,65,104.25,-0.7,1,3.7,31,3,6,0,30.5
같이 살래요 (2018.03.17~2018.09.09),2018.06.09,25,0,65,104.25,-0.7,1,3.7,31,3,6,0,28
같이 살래요 (2018.03.17~2018.09.09),2018.06.10,26,1,65,104.25,-0.7,1,3.7,31,3,6,0,31.7
같이 살래요 (2018.03.17~2018.09.09),2018.06.16,27,0,65,104.25,-0.7,1,3.7,31,3,6,1,23.8
같이 살래요 (2018.03.17~2018.09.09),2018.06.17,28,1,65,104.25,-0.7,1,3.7,31,3,6,0,31.8
같이 살래요 (2018.03.17~2018.09.09),2018.06.24,29,1,65,104.25,-0.7,1,3.7,31,3,6,0,31.4
같이 살래요 (2018.03.17~2018.09.09),2018.06.30,30,0,65,104.25,-0.7,1,3.7,31,3,6,0,29.7
같이 살래요 (2018.03.17~2018.09.09),2018.07.01,31,1,65,104.81,4,0.6,3.7,22,3,6,0,34.2
같이 살래요 (2018.03.17~2018.09.09),2018.07.07,32,0,65,104.81,4,0.6,3.7,22,3,6,0,26.9
같이 살래요 (2018.03.17~2018.09.09),2018.07.08,33,1,65,104.81,4,0.6,3.7,22,3,6,0,33.1
같이 살래요 (2018.03.17~2018.09.09),2018.07.14,34,0,65,104.81,4,0.6,3.7,22,3,6,0,27.1
같이 살래요 (2018.03.17~2018.09.09),2018.07.15,35,1,65,104.81,4,0.6,3.7,22,3,6,0,32.1
같이 살래요 (2018.03.17~2018.09.09),2018.07.21,36,0,65,104.81,4,0.6,3.7,22,3,6,0,27.1
같이 살래요 (2018.03.17~2018.09.09),2018.07.22,37,1,65,104.81,4,0.6,3.7,22,3,6,0,32.6
같이 살래요 (2018.03.17~2018.09.09),2018.07.28,38,0,65,104.81,4,0.6,3.7,22,3,6,0,28.9
같이 살래요 (2018.03.17~2018.09.09),2018.07.29,39,1,65,104.81,4,0.6,3.7,22,3,6,0,32
같이 살래요 (2018.03.17~2018.09.09),2018.08.04,40,0,65,104.81,4,0.6,3.6,20,3,6,0,27.4
같이 살래요 (2018.03.17~2018.09.09),2018.08.05,41,1,65,104.81,4,0.6,3.6,20,3,6,0,32.4
같이 살래요 (2018.03.17~2018.09.09),2018.08.11,42,0,65,104.81,4,0.6,3.6,20,3,6,0,30.6
같이 살래요 (2018.03.17~2018.09.09),2018.08.12,43,1,65,104.81,4,0.6,3.6,20,3,6,0,34.4
같이 살래요 (2018.03.17~2018.09.09),2018.08.18,44,0,65,104.81,4,0.6,3.6,20,3,6,0,30.6
같이 살래요 (2018.03.17~2018.09.09),2018.08.19,45,1,65,104.81,4,0.6,3.6,20,3,6,0,33.4
같이 살래요 (2018.03.17~2018.09.09),2018.08.25,46,0,65,104.81,4,0.6,3.6,20,3,6,0,29.2
같이 살래요 (2018.03.17~2018.09.09),2018.08.26,47,1,65,104.81,4,0.6,3.6,20,3,6,1,25
같이 살래요 (2018.03.17~2018.09.09),2018.09.02,48,1,65,104.84,-0.8,0.5,3.6,19,3,6,0,34.2
같이 살래요 (2018.03.17~2018.09.09),2018.09.08,49,0,65,104.84,-0.8,0.5,3.6,19,3,6,0,32
같이 살래요 (2018.03.17~2018.09.09),2018.09.09,50,1,65,104.84,-0.8,0.5,3.6,19,3,6,0,36.9
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.09.15,1,0,73,104.84,-0.8,0.5,3.6,19,5,11,0,22.75
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.09.16,2,1,73,104.84,-0.8,0.5,3.6,19,5,11,0,24.2
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.09.22,3,0,73,104.84,-0.8,0.5,3.6,19,5,11,1,19.35
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.09.23,4,1,73,104.84,-0.8,0.5,3.6,19,5,11,1,19.1
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.09.29,5,0,73,104.84,-0.8,0.5,3.6,19,5,11,0,24.45
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.09.30,6,1,73,104.84,-0.8,0.5,3.6,19,5,11,0,27.4
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.10.06,7,0,73,104.84,-0.8,0.5,3.5,27,5,11,0,26
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.10.07,8,1,73,104.84,-0.8,0.5,3.5,27,5,11,0,27.2
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.10.13,9,0,73,104.84,-0.8,0.5,3.5,27,5,11,0,23.75
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.10.14,10,1,73,104.84,-0.8,0.5,3.5,27,5,11,0,28.1
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.10.20,11,0,73,104.84,-0.8,0.5,3.5,27,5,11,0,25.3
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.10.21,12,1,73,104.84,-0.8,0.5,3.5,27,5,11,0,29.15
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.10.27,13,0,73,104.84,-0.8,0.5,3.5,27,5,11,0,25.5
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.10.28,14,1,73,104.84,-0.8,0.5,3.5,27,5,11,0,30.1
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.11.03,15,0,73,104.84,-0.8,0.5,3.4,51,5,11,0,27.7
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.11.04,16,1,73,104.84,-0.8,0.5,3.4,51,5,11,0,30.9
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.11.10,17,0,73,104.84,-0.8,0.5,3.4,51,5,11,0,26.35
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.11.11,18,1,73,104.84,-0.8,0.5,3.4,51,5,11,0,30.75
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.11.17,19,0,73,104.84,-0.8,0.5,3.4,51,5,11,0,28.45
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.11.18,20,1,73,104.84,-0.8,0.5,3.4,51,5,11,0,31.3
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.11.24,21,0,73,104.84,-0.8,0.5,3.4,51,5,11,0,29
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.11.25,22,1,73,104.84,-0.8,0.5,3.4,51,5,11,0,32.75
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.12.01,23,0,73,104.84,-0.8,0.5,3.2,46,5,11,0,28.6
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.12.02,24,1,73,104.84,-0.8,0.5,3.2,46,5,11,0,33.9
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.12.08,25,0,73,104.84,-0.8,0.5,3.2,46,5,11,0,28.5
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.12.09,26,1,73,104.84,-0.8,0.5,3.2,46,5,11,0,33.7
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.12.15,27,0,73,104.84,-0.8,0.5,3.2,46,5,11,0,29.1
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.12.16,28,1,73,104.84,-0.8,0.5,3.2,46,5,11,0,34.15
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.12.22,29,0,73,104.84,-0.8,0.5,3.2,46,5,11,0,30.9
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.12.23,30,1,73,104.84,-0.8,0.5,3.2,46,5,11,0,34.65
하나뿐인 내 편 (2018.09.15~2019.03.17),2018.12.30,31,1,73,104.84,-0.8,0.5,3.2,46,5,11,0,33.8
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.01.05,32,0,73,104.47,-1,0.9,3,68,5,11,0,32
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.01.06,33,1,73,104.47,-1,0.9,3,68,5,11,0,35.05
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.01.12,34,0,73,104.47,-1,0.9,3,68,5,11,0,33
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.01.13,35,1,73,104.47,-1,0.9,3,68,5,11,0,38.35
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.01.19,36,0,73,104.47,-1,0.9,3,68,5,11,0,34.8
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.01.20,37,1,73,104.47,-1,0.9,3,68,5,11,0,38.1
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.01.26,38,0,73,104.47,-1,0.9,3,68,5,11,0,34.9
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.01.27,39,1,73,104.47,-1,0.9,3,68,5,11,0,37.7
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.02.02,40,0,73,104.47,-1,0.9,2.8,61,5,11,0,34.4
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.02.03,41,1,73,104.47,-1,0.9,2.8,61,5,11,0,37
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.02.09,42,0,73,104.47,-1,0.9,2.8,61,5,11,0,34.45
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.02.10,43,1,73,104.47,-1,0.9,2.8,61,5,11,0,36.85
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.02.16,44,0,73,104.47,-1,0.9,2.8,61,5,11,0,34.75
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.02.17,45,1,73,104.47,-1,0.9,2.8,61,5,11,0,40.1
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.02.23,46,0,73,104.47,-1,0.9,2.8,61,5,11,0,36.55
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.02.24,47,1,73,104.47,-1,0.9,2.8,61,5,11,0,42.15
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.03.02,48,0,73,104.47,-1,0.9,2.8,68,5,11,0,37.85
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.03.03,49,1,73,104.47,-1,0.9,2.8,68,5,11,0,43.8
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.03.09,50,0,73,104.47,-1,0.9,2.8,68,5,11,0,40.25
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.03.10,51,1,73,104.47,-1,0.9,2.8,68,5,11,0,46.75
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.03.16,52,0,73,104.47,-1,0.9,2.8,68,5,11,0,40.7
하나뿐인 내 편 (2018.09.15~2019.03.17),2019.03.17,53,1,73,104.47,-1,0.9,2.8,68,5,11,0,45.85
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.03.23,1,0,63,104.47,-1,0.9,2.8,68,3,6,0,24.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.03.24,2,1,63,104.47,-1,0.9,2.8,68,3,6,0,26.1
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.03.30,3,0,63,104.47,-1,0.9,2.8,68,3,6,0,24.3
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.03.31,4,1,63,104.47,-1,0.9,2.8,68,3,6,0,27.3
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.06,5,0,63,104.93,-0.3,-0.4,4.4,38,3,6,0,24.05
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.07,6,1,63,104.93,-0.3,-0.4,4.4,38,3,6,0,27.45
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.13,7,0,63,104.93,-0.3,-0.4,4.4,38,3,6,0,23.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.14,8,1,63,104.93,-0.3,-0.4,4.4,38,3,6,0,28.35
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.20,9,0,63,104.93,-0.3,-0.4,4.4,38,3,6,0,23.7
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.21,10,1,63,104.93,-0.3,-0.4,4.4,38,3,6,0,29.2
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.27,11,0,63,104.93,-0.3,-0.4,4.4,38,3,6,0,25.5
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.04.28,12,1,63,104.93,-0.3,-0.4,4.4,38,3,6,0,28.35
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.04,13,0,63,104.93,-0.3,-0.4,4,46,3,6,0,22.15
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.05,14,1,63,104.93,-0.3,-0.4,4,46,3,6,0,26.35
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.11,15,0,63,104.93,-0.3,-0.4,4,46,3,6,0,24.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.12,16,1,63,104.93,-0.3,-0.4,4,46,3,6,0,29.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.18,17,0,63,104.93,-0.3,-0.4,4,46,3,6,0,25.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.19,18,1,63,104.93,-0.3,-0.4,4,46,3,6,0,30.25
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.25,19,0,63,104.93,-0.3,-0.4,4,46,3,6,0,25.8
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.05.26,20,1,63,104.93,-0.3,-0.4,4,46,3,6,0,29.2
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.01,21,0,63,104.93,-0.3,-0.4,4,26,3,6,0,25.7
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.02,22,1,63,104.93,-0.3,-0.4,4,26,3,6,0,29.95
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.08,23,0,63,104.93,-0.3,-0.4,4,26,3,6,0,25.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.09,24,1,63,104.93,-0.3,-0.4,4,26,3,6,0,29.25
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.15,25,0,63,104.93,-0.3,-0.4,4,26,3,6,0,25.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.16,26,1,63,104.93,-0.3,-0.4,4,26,3,6,0,29.25
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.22,27,0,63,104.93,-0.3,-0.4,4,26,3,6,0,25.75
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.23,28,1,63,104.93,-0.3,-0.4,4,26,3,6,0,30
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.29,29,0,63,104.93,-0.3,-0.4,4,26,3,6,0,27.55
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.06.30,30,1,63,104.93,-0.3,-0.4,4,26,3,6,0,29.55
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.06,31,0,63,104.86,-0.3,1,3.9,26,3,6,0,25.75
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.07,32,1,63,104.86,-0.3,1,3.9,26,3,6,0,29.05
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.13,33,0,63,104.86,-0.3,1,3.9,26,3,6,0,24.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.14,34,1,63,104.86,-0.3,1,3.9,26,3,6,0,28.05
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.20,35,0,63,104.86,-0.3,1,3.9,26,3,6,0,27.25
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.21,36,1,63,104.86,-0.3,1,3.9,26,3,6,0,29.7
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.27,37,0,63,104.86,-0.3,1,3.9,26,3,6,0,26.85
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.07.28,38,1,63,104.86,-0.3,1,3.9,26,3,6,0,29.25
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.03,39,0,63,104.86,-0.3,1,3,25,3,6,0,24.4
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.04,40,1,63,104.86,-0.3,1,3,25,3,6,0,28.6
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.10,41,0,63,104.86,-0.3,1,3,25,3,6,0,24.75
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.11,42,1,63,104.86,-0.3,1,3,25,3,6,0,29.3
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.17,43,0,63,104.86,-0.3,1,3,25,3,6,0,25.55
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.18,44,1,63,104.86,-0.3,1,3,25,3,6,0,30.65
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.24,45,0,63,104.86,-0.3,1,3,25,3,6,0,27
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.25,46,1,63,104.86,-0.3,1,3,25,3,6,0,30.3
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.08.31,47,0,63,104.86,-0.3,1,3,25,3,6,0,27.55
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.01,48,1,63,104.86,-0.3,1,3,24,3,6,0,31.4
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.07,49,0,63,104.86,-0.3,1,3,24,3,6,0,30.35
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.08,50,1,63,104.86,-0.3,1,3,24,3,6,0,31.65
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.14,51,0,63,104.86,-0.3,1,3,24,3,6,0,28.5
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.15,52,1,63,104.86,-0.3,1,3,24,3,6,0,32.7
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.21,53,0,63,104.86,-0.3,1,3,24,3,6,0,30.8
세상에서 제일 예쁜 내 딸 (2019.03.23~2019.09.22),2019.09.22,54,1,63,104.86,-0.3,1,3,24,3,6,0,34.55
